34.8482715,32.0114826,0,0.75
34.84859494,32.01168306,0,0.75
34.84887973,32.01191099,0,0.75
34.84913109,32.01216873,0,0.75
34.84932075,32.01241761,0,0.75
34.84950834,32.01274046,0,0.75
34.84961858,32.01303048,0,0.75
34.84968959,32.0133937,0,0.75
34.84969474,32.01369248,0,0.75
34.84963886,32.01403742,0,0.75
34.84951841,32.01436972,0,0.75
34.84933965,32.01468568,0,0.75
34.84905472,32.01500217,0,0.75
34.84878067,32.0152274,0,0.75
34.84842308,32.01543233,0,0.75
34.84801896,32.01558058,0,0.75
34.84755237,32.01566847,0,0.75
34.84716244,32.01567906,0,0.75
34.84669574,32.01561214,0,0.75
34.84633767,32.01549378,0,0.75
34.84598169,32.01529938,0,0.75
34.84566015,32.01501791,0,0.75
34.8454501,32.01471223,0,0.75
34.84532285,32.01437337,0,0.75
34.84528979,32.0140173,0,0.75
34.84534376,32.01369633,0,0.75
34.84551385,32.01332275,0,0.75
34.84576135,32.01301916,0,0.75
34.84608643,32.0127704,0,0.75
34.84643321,32.01260047,0,0.75
34.84685453,32.01247752,0,0.75
34.84735388,32.01244639,0,0.75
34.8477633,32.01250256,0,0.75
34.84824342,32.01266949,0,0.75
34.84861562,32.012905,0,0.75
34.84891843,32.0132115,0,0.75
34.84914275,32.01359407,0,0.75
34.84925471,32.01399671,0,0.75
34.84925604,32.01443024,0,0.75
34.84914891,32.01485071,0,0.75
34.84893553,32.0152302,0,0.75
34.84862873,32.01558496,0,0.75
34.84823883,32.01585984,0,0.75
34.84780043,32.01605299,0,0.75
34.84734025,32.01615469,0,0.75
34.8469075,32.01616403,0,0.75
34.84641322,32.01607245,0,0.75
34.84602108,32.01589236,0,0.75
34.84568985,32.0156348,0,0.75
34.84545756,32.01531455,0,0.75
